店の名前,駅からの距離,店のカテゴリ(キーワード),紹介文,評価,コメント数,ブックマーク数,夜の予算,昼の予算,住所,緯度,経度
立呑み まえざわ,岡町駅 514m,海鮮、立ち飲み、鳥料理,,3.08,15,565,"￥1,000～￥1,999",-,大阪府豊中市中桜塚2-31-13,34.778507,135.470139
喫茶 初恋,曽根駅 413m,喫茶店,,3.07,12,1024,-,-,大阪府豊中市曽根東町5-9-26,34.76939,135.470963
つる家 千里阪急ホテル店,千里中央駅 233m,日本料理,,3.23,44,425,"￥8,000～￥9,999","￥4,000～￥4,999",大阪府豊中市新千里東町2-1 千里阪急ホテル東館 ２Ｆ,34.808239,135.497833
麺屋 一輝,庄内駅 740m,ラーメン,,3.07,26,528,～￥999,～￥999,大阪府豊中市豊南町西3-12-12,34.751522,135.482605
ウェルかめ,曽根駅 506m,バー,,,8,,-,-,大阪府豊中市曽根東町2-12-13 ル・モンド曽根1階C,34.773621,135.472488
清風倶楽部,蛍池駅 760m,バー,,3.01,2,196,-,-,大阪府豊中市清風荘1-5-5 BLALYS 1F,34.801113,135.448563
想花南,庄内駅 684m,カフェ,,3.01,2,34,-,～￥999,大阪府豊中市庄内幸町1-8-1,34.75251,135.468292
カラオケ喫茶沢,庄内駅 840m,カフェ、その他,,,2,,-,-,大阪府豊中市豊南町東4-2-7,34.747952,135.483597
たこ家道頓堀くくる 大阪国際空港店,大阪空港駅 186m,たこ焼き,,3.29,343,1258,～￥999,～￥999,大阪府豊中市螢池西町3-555 大阪国際空港 南ターミナル 2F 搭乗待合エリア,34.787849,135.444946
DONQ 千里阪急店,千里中央駅 275m,パン、サンドイッチ,,3.04,2,17,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F,34.808746,135.49588
re:moo,服部天神駅 109m,カフェ、バー,,,1,7,-,-,大阪府豊中市服部元町1-6-11 中西ビル 1F,34.763618,135.476028
天ぷら 山崎,豊中市,天ぷら,,3.1,14,564,-,-,大阪府豊中市熊野町4-11-4,34.792347,135.479218
LAWSON 千里中央店,千里中央駅 130m,コンビニ・スーパー,,3,4,21,-,-,大阪府豊中市新千里東町1-3,34.808842,135.494934
八本足,豊中駅 234m,たこ焼き,,,1,11,-,-,大阪府豊中市本町1-13-29,34.788967,135.462753
カフェ マジシャン,服部天神駅 277m,カフェ,,,7,,～￥999,～￥999,大阪府豊中市服部南町1-5-12,34.761288,135.475479
まるひら,庄内駅 318m,豚料理,,3.03,8,154,-,-,大阪府豊中市庄内幸町3-1-3,34.749203,135.471313
開華,庄内駅 88m,スペイン料理、ワインバー,,3.09,14,299,"￥2,000～￥2,999",-,大阪府豊中市庄内西町2-21-14,34.750473,135.474457
キュイ　ラルドワーズ,桃山台駅 955m,ビストロ,,3.57,88,5324,"￥6,000～￥7,999","￥2,000～￥2,999",大阪府豊中市東豊中町5-30-25 ハイツ宮由１F,34.792324,135.487335
ドリーム喫茶店,豊中市,喫茶店,,3.01,2,8,-,-,大阪府豊中市庄本町3-3-15,34.740677,135.461563
食堂まえざわ,服部天神駅 310m,食堂、居酒屋,,3.26,28,1231,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府豊中市服部西町2-5-28,34.763294,135.471725
むぎパン,緑地公園駅 331m,パン,,3.14,27,457,-,-,大阪府豊中市寺内1-6-8 第2ヒルトンハイツ 1F,34.773563,135.492767
イルプルチーナ,曽根駅 378m,イタリアン、パスタ,,3.22,34,891,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市南桜塚1-22-7,34.77375,135.471283
サイゼリヤ イオンタウン豊中緑丘店,少路（大阪モノレール）駅 912m,ファミレス、イタリアン、パスタ,,3.03,16,66,-,～￥999,大阪府豊中市緑丘4-1,34.812378,135.478683
anela,豊中駅 326m,その他,,3.02,1,63,-,-,大阪府豊中市本町4-1-24,34.789551,135.464005
うなぎのふく山,庄内駅 155m,うなぎ,,3.12,7,275,"￥3,000～￥3,999","￥3,000～￥3,999",大阪府豊中市庄内東町2-2-12,34.749065,135.47583
ザ ローストラボ オオサカ,蛍池駅 76m,カフェ,,,25,,-,-,大阪府豊中市蛍池中町3-8-14,34.794205,135.447906
鶏日和,蛍池駅 408m,焼き鳥、居酒屋,,3.06,9,526,"￥3,000～￥3,999",-,大阪府豊中市蛍池西町1-26-2,34.795536,135.445267
DAISO サンパティオ庄内店,庄内駅 119m,売店,,,1,7,-,-,大阪府豊中市庄内西町3-1-5 サンパティオ B1F,34.749115,135.474411
バターフレーク 上野店,豊中市,パン、サンドイッチ,,3.11,20,206,-,-,大阪府豊中市上野東2-2-32,34.793472,135.4729
コミュニティカフェ ココカラ,蛍池駅 171m,カフェ、喫茶店,,3.01,1,11,-,～￥999,大阪府豊中市螢池東町2-7-2 プレステージ蛍池 1F,34.795784,135.4505
ジャンボカレー,千里中央駅 190m,カレー、居酒屋,,3.43,227,2465,～￥999,～￥999,大阪府豊中市新千里東町1丁目3-3 せんちゅうパル B1F,34.808842,135.494934
ぶらり,豊中駅 138m,バル、ダイニングバー,,3.02,3,167,"￥2,000～￥2,999",-,大阪府豊中市本町1-2-49,34.787102,135.462646
SAI.Hamburg,曽根駅 147m,ハンバーグ,,3.18,22,701,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市曽根西町3-5-33 1F,34.772606,135.466171
鳥づくし 千里阪急店,千里中央駅 286m,焼き鳥、鳥料理,,3.01,5,25,-,～￥999,大阪府豊中市新千里東町1-5-1 千里阪急,34.808746,135.49588
ごえん,服部天神駅 105m,居酒屋、日本料理、海鮮,,3.13,17,509,"￥5,000～￥5,999",-,大阪府豊中市服部豊町1-6-16-108,34.764549,135.47464
銀や 豊中店,豊中駅 181m,居酒屋,,3.34,51,1619,"￥4,000～￥4,999",-,大阪府豊中市本町2-3,34.790031,135.458588
鳥貴族 豊中店,豊中駅 82m,焼き鳥、鳥料理、居酒屋,,3.03,21,204,"￥2,000～￥2,999",-,大阪府豊中市玉井町1-3-2,34.786678,135.460602
ラグタイムカフェ,少路（大阪モノレール）駅 414m,喫茶店,,3.08,7,132,-,-,大阪府豊中市桜の町7-10-7,34.806099,135.471191
BEARD＆GLAMOUR,豊中駅 862m,バー,,,6,,-,-,大阪府豊中市本町6-8-5 セレスアート豊中 B1F,34.791664,135.469513
そこここ,蛍池駅 77m,立ち飲み、日本酒バー,,3.06,6,291,-,-,大阪府豊中市蛍池中町2-3-1 ルシオーレ 南館 1F,34.793552,135.44931
Lian,服部天神駅 105m,バー,,,2,,-,-,大阪府豊中市服部豊町1-6-1 リップル服部天神ビル 2F,34.764549,135.47464
あほや 夕日丘店,豊中市,たこ焼き、お好み焼き,,3.01,4,51,-,～￥999,大阪府豊中市夕日丘2-10-1,34.782482,135.476562
ファミリーマート 豊中本町店,豊中駅 213m,コンビニ・スーパー,,,2,3,-,-,大阪府豊中市本町3-1-47,34.788727,135.461182
ほかほか弁当 原田店,曽根駅 801m,弁当,,3,7,53,-,-,大阪府豊中市原田中1-9-10,34.770908,135.458405
なかむら,岡町駅 29m,お好み焼き,,3.05,12,143,"￥1,000～￥1,999",-,大阪府豊中市中桜塚1-2-34,34.779503,135.46579
ブールミッシュ 庄内店,庄内駅 118m,ケーキ、マカロン、洋菓子,,3.03,11,82,-,-,大阪府豊中市庄内東町2-1-10 1F,34.749413,135.475693
GRAND OEUF PUDDING 豊中店,岡町駅 586m,プリン、洋菓子,,3.16,63,817,～￥999,-,大阪府豊中市北桜塚3-2-35,34.783344,135.469955
セブンイレブン 千里中央駅北店,千里中央駅 394m,コンビニ・スーパー,,3,4,16,-,-,大阪府豊中市新千里東町1-2-3,34.811497,135.4944
てっぱん,庄内駅 36m,居酒屋,,3.02,1,8,-,-,大阪府豊中市庄内東町1-7-38,34.750347,135.47583
名騎士館,庄内駅 77m,喫茶店,,3.02,3,44,-,-,大阪府豊中市庄内西町2-22-34,34.74934,135.474716
マクドナルド 小曽根オアシス店,服部天神駅 786m,ハンバーガー,,3,2,8,～￥999,～￥999,大阪府豊中市北条町3-2-34 阪急オアシス小曽根店 1F,34.765671,135.483749
鶏や 坂本,庄内駅 136m,居酒屋、焼き鳥,,3.01,2,127,-,-,大阪府豊中市庄内東町1-6-9,34.750973,135.47554
ちぇら,岡町駅 964m,カフェ,,3.02,2,57,-,-,大阪府豊中市南桜塚4-5-23,34.778378,135.475357
おでん居酒屋 よひごと,服部天神駅 105m,おでん、居酒屋,,3.06,9,128,"￥2,000～￥2,999",-,大阪府豊中市服部豊町1-6-16 冨士メイトマンション　１Ｆ,34.764549,135.47464
野呂松飯店,岡町駅 61m,ラーメン,,3.49,215,6647,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市中桜塚1-2-3,34.779503,135.46579
静光園,服部天神駅 392m,居酒屋,,,6,,-,-,大阪府豊中市服部西町2-7-1,34.763458,135.470398
ビアサ カフェアンドアジアンボタン,岡町駅 198m,カフェ,,,1,19,-,-,大阪府豊中市中桜塚2-27-8,34.779697,135.466492
たこ焼 ぺちゃ焼 あほや 曽根店,曽根駅 517m,たこ焼き,,3.03,22,181,～￥999,-,大阪府豊中市南桜塚1-21-15,34.774612,135.47139
肉の雅屋,庄内駅 29m,その他,,,1,25,-,-,大阪府豊中市庄内東町1-9-16,34.750496,135.475204
焼鳥と焼野菜 ぎんすけ 緑地公園店,緑地公園駅 175m,居酒屋、焼き鳥,,3.2,26,754,"￥4,000～￥4,999",-,大阪府豊中市寺内2-2-26 ロワール緑地 1F,34.776505,135.494003
サード セッションズ,豊中市,バー,,,2,57,"￥3,000～￥3,999",-,大阪府豊中市東豊中町5-12-1 西谷ハイツ 1F,34.793053,135.484344
ガスト 阪急岡町駅前店,岡町駅 43m,ファミレス,,3.04,25,111,-,"￥1,000～￥1,999",大阪府豊中市中桜塚1-1-1,34.779377,135.464859
すずきの鳥中華そば,岡町駅 346m,ラーメン、つけ麺,,3.01,4,336,-,"￥1,000～￥1,999",大阪府豊中市中桜塚2-18-2 炭火焼地鶏料理きたろう,34.780064,135.468201
TaKuこーひー。,豊中市,カフェ,,,3,,-,-,大阪府豊中市西緑丘3-13-1 サンキョウ西緑ヶ丘ビル 1F,34.814571,135.474518
榮右衛門,岡町駅 320m,居酒屋,,3,3,28,-,-,大阪府豊中市中桜塚2-18-18,34.780064,135.468201
焼肉 grandma,豊中駅 551m,焼肉、ホルモン、韓国料理,,3.17,10,326,"￥5,000～￥5,999",-,大阪府豊中市本町6-1-3 195ストリートビル 1F,34.790089,135.467148
ALBAR 服部店,服部天神駅 54m,パスタ、イタリアン、ピザ,,3.13,63,1252,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市服部豊町1-1-18,34.764015,135.474686
味彩清川,岡町駅 244m,お好み焼き,,3.02,2,28,"￥3,000～￥3,999",-,大阪府豊中市中桜塚1-9-3 サンシャインセブン 1F,34.778305,135.467468
あっちゃんのからあげ屋 庄内駅前店,庄内駅 94m,からあげ,,3,1,10,-,-,大阪府豊中市庄内西町2-22-12,34.74934,135.474716
お茶処 吉田,柴原阪大前駅 188m,喫茶店,,3.09,19,313,-,～￥999,大阪府豊中市柴原町4-8-13,34.801762,135.458969
Cafeいちご,神崎川駅 866m,カフェ,,,4,,-,-,大阪府豊中市大黒町3-20-21,34.739689,135.471176
キッパーズ,少路（大阪モノレール）駅 263m,バー,,3.07,11,420,"￥3,000～￥3,999",-,大阪府豊中市緑丘1-27-11,34.805714,135.478012
カフェロジ,蛍池駅 247m,カフェ,,3.02,1,77,-,-,大阪府豊中市螢池東町2-3-9 2F,34.796535,135.448746
ミスタードーナツ 阪急豊中ショップ,豊中駅 37m,ドーナツ、カフェ,,3.03,20,103,-,～￥999,大阪府豊中市本町1-1-1,34.787472,135.461853
焼き鳥・日本酒ダイニング SAKi,少路（大阪モノレール）駅 414m,居酒屋、焼き鳥、日本酒バー,,3.23,21,624,"￥3,000～￥3,999",-,大阪府豊中市桜の町6-10-3 T'sビル B1F,34.802685,135.469238
喫茶 ねりね,石橋阪大前駅 486m,喫茶店,,3.22,32,2482,-,"￥1,000～￥1,999",大阪府豊中市清風荘2-4-14 白商店 1F,34.80426,135.44783
おたふく 服部店,服部天神駅 218m,お好み焼き、たこ焼き,,3.04,7,53,-,～￥999,大阪府豊中市服部西町2-2-1,34.763187,135.472565
焼肉仙家,服部天神駅 312m,焼肉、韓国料理、ホルモン,,3.03,3,145,"￥2,000～￥2,999",-,大阪府豊中市服部西町2-8-9,34.762363,135.472092
リストランテ・チェレスティーナ,豊中駅 907m,イタリアン,,3.04,10,539,"￥5,000～￥5,999","￥2,000～￥2,999",大阪府豊中市本町6丁目8-9,34.791664,135.469513
亀甲堂,岡町駅 55m,和菓子,,3.06,9,149,-,-,大阪府豊中市中桜塚1-2-2,34.779503,135.46579
立喰寿司 魚がし日本一 伊丹空港店,大阪空港駅 184m,立ち食い寿司、寿司、おにぎり,,3.21,208,985,"￥1,000～￥1,999",～￥999,大阪府豊中市蛍池西町3-555 大阪国際空港 2F セキュリティチェック後,34.787849,135.444946
大分からあげ わん 蛍池店,蛍池駅 422m,からあげ,,3.01,6,32,-,-,大阪府豊中市蛍池西町1-25-12,34.795483,135.444565
創作鉄板焼　とん平 本店,豊中駅 252m,お好み焼き、居酒屋、鉄板焼き,,3.07,13,515,"￥2,000～￥2,999",-,大阪府豊中市本町3-4-1,34.789589,135.46138
リーブ,園田駅 877m,パン,,3.07,15,193,-,-,大阪府豊中市利倉西2-14-14,34.759144,135.452286
スターバックスコーヒー 蛍池ルシオーレ店,蛍池駅 35m,カフェ,,3.08,51,222,～￥999,-,大阪府豊中市螢池中町3-2-1,34.794266,135.448837
キムチ屋 鳳仙花,庄内駅 22m,その他,,,5,,-,-,大阪府豊中市庄内東町1-9-18,34.750496,135.475204
よつ葉のクローバー,庄内駅 956m,喫茶店,,,3,,-,-,大阪府豊中市庄内栄町4-22-20,34.746517,135.465363
CAFE Good Field,柴原阪大前駅 417m,喫茶店,,3.02,2,25,～￥999,～￥999,大阪府豊中市柴原町3-6-45,34.801311,135.462433
ピザハット 豊中名神口店,豊中市,ピザ、パスタ,,3,2,11,"￥2,000～￥2,999","￥2,000～￥2,999",大阪府豊中市名神口1-2-11,34.757355,135.464005
ワインバー ラボラトワ,豊中駅 133m,ワインバー,,3.05,2,150,"￥4,000～￥4,999",-,大阪府豊中市本町1-11-5,34.788216,135.461884
旬菜処岡崎,曽根駅 213m,日本料理、食堂,,3.01,2,125,"￥4,000～￥4,999",-,大阪府豊中市曽根東町3-6-13,34.771011,135.4702
日本料理 とみなが,豊中市,日本料理,落ち着いた雰囲気の店内で、鮮魚などを使った時季ならではの味わいをゆっくりと満喫,3.08,18,541,"￥8,000～￥9,999","￥4,000～￥4,999",大阪府豊中市上野東2-2-47 スタイルビル 2F,34.793472,135.4729
居酒屋 義経,庄内駅 142m,居酒屋、鍋、焼肉,,,39,,"￥2,000～￥2,999",-,大阪府豊中市庄内東町2-2-20 2F,34.749065,135.47583
和saiの国 千里阪急店,千里中央駅 267m,弁当、惣菜・デリ,,3.03,3,18,-,-,大阪府豊中市新千里町1-5-1 千里阪急 B1F,34.80933,135.491898
おうちカフェ 樹林,曽根駅 356m,創作料理,,3.21,37,2089,-,"￥1,000～￥1,999",大阪府豊中市曽根東町2-3-14,34.773144,135.471329
べるで,蛍池駅 716m,喫茶店,,3.02,4,64,-,-,大阪府豊中市清風荘1-5-25 1F,34.801113,135.448563
屋台餃子 まるひげ,庄内駅 279m,餃子、からあげ、居酒屋,,3.04,5,99,-,"￥1,000～￥1,999",大阪府豊中市庄内西町3-19-13,34.749226,135.472519
Cavolo,服部天神駅 588m,バル、カフェ、バー,★大人のお店です★喫煙可能店舗(分煙有)※20歳未満の方はご入店頂けません※★,3.04,9,494,"￥2,000～￥2,999",～￥999,大阪府豊中市城山町2-7-2,34.76878,135.476456
味福,庄内駅 244m,弁当,,3.04,7,54,-,-,大阪府豊中市庄内西町2-26-10,34.749886,135.472443
アンリ・シャルパンティエ 大阪国際空港店,大阪空港駅 107m,洋菓子,,3,13,64,-,-,大阪府豊中市蛍池西町3-555 大阪空港 南ターミナル 2F 搭乗待合エリア,34.787849,135.444946
居楽屋ひのき,服部天神駅 331m,居酒屋,,,7,,-,-,大阪府豊中市服部西町2-5-3,34.763294,135.471725
スライヴ,庄内駅 153m,居酒屋,,,5,,-,-,大阪府豊中市庄内東町2-3-16,34.748798,135.475662
ええとこ豆冨店,庄内駅 52m,その他,,3.02,3,61,-,-,大阪府豊中市庄内東町1-7-33,34.750347,135.47583
鉄板居酒屋 とりちゃん,岡町駅 484m,居酒屋,,,1,12,-,-,大阪府豊中市中桜塚2-31-35 プレアール中桜塚 101,34.778507,135.470139
ラー麺 ずんどう屋 豊中服部店,服部天神駅 787m,ラーメン,,3.05,53,235,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市服部寿町3-15-3,34.757942,135.469971
恋人,豊中市,喫茶店,,,2,,-,-,大阪府豊中市庄本町1-9-5,34.742374,135.461563
火木堂,服部天神駅 621m,たこ焼き,,3.05,4,31,-,-,大阪府豊中市城山町2-6-7,34.769207,135.476364
りくろーおじさんの店 大阪伊丹空港店,大阪空港駅 158m,カフェ、ケーキ,,3.36,281,1769,～￥999,～￥999,大阪府豊中市蛍池西町3-555 大阪国際空港 北ターミナル 2F 保安検査場内,34.787849,135.444946
らふぉれ,柴原阪大前駅 547m,学生食堂、食堂、カレー,,3.05,9,93,-,～￥999,大阪府豊中市待兼山町1-19 大阪大学内,34.807564,135.448441
豊中 京冨,豊中駅 136m,和菓子,,3.06,4,36,-,～￥999,大阪府豊中市本町1-11-4,34.788216,135.461884
はる久,豊中駅 189m,居酒屋,,3.04,6,175,-,-,大阪府豊中市本町3-1-52,34.788727,135.461182
うえだ逸品料理,豊中市,居酒屋,,,1,8,-,-,大阪府豊中市熊野町4-23-5,34.792564,135.484207
サンチョパンサ 庄内店,庄内駅 96m,喫茶店、カフェ,,3.09,13,137,-,～￥999,大阪府豊中市庄内東町2-1-23,34.749413,135.475693
黒まんま×CRISPY CHICKEN n’ TOMATO,服部天神駅 314m,韓国料理、鳥料理,,3.02,3,27,"￥2,000～￥2,999","￥3,000～￥3,999",大阪府豊中市服部西町2-4-11,34.763241,135.472015
やよい亭,豊中市,ラーメン,,3.45,125,2683,～￥999,～￥999,大阪府豊中市北緑丘2-1-21-101,34.816582,135.476547
由喜,服部天神駅 310m,和菓子,,3.03,4,55,-,-,大阪府豊中市服部南町1-5-19,34.761288,135.475479
烈火 千里中央店,千里中央駅 271m,ラーメン,,3.44,127,879,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-3 せんちゅうパル B1F,34.808842,135.494934
とんがらし,豊中市,居酒屋,,3.03,7,115,-,-,大阪府豊中市東豊中町5-12-1,34.793053,135.484344
浪花ろばた八角 千里中央店,千里中央駅 241m,居酒屋、食堂、うどん,,3.1,104,1039,～￥999,～￥999,大阪府豊中市新千里東町1-3 せんちゅうパル 1F,34.808842,135.494934
シフォンケーキのお店 ドルチェ,服部天神駅 387m,ケーキ、洋菓子,,3.08,8,135,-,-,大阪府豊中市服部西町2-7-6,34.763458,135.470398
けむり屋,庄内駅 153m,焼き鳥、鳥料理,,3,2,42,-,-,大阪府豊中市庄内東町2-2-13,34.749065,135.47583
串カツキッチンLala,牧落駅 878m,串揚げ、居酒屋,,,15,,-,-,大阪府豊中市春日町5-6-12,34.818539,135.473358
カフェ・ド・エジリオ,少路（大阪モノレール）駅 271m,洋食、カフェ,,3.03,3,88,-,-,大阪府豊中市緑丘1-27-10 オステリア・カポ・エジリオ,34.805714,135.478012
